event_id,event_type,target_type,target_id,start,end,severity,payload
SCN_MAINT_EDGE_TRANSFER_NODE_013_NODE_043,maintenance,edge,EDGE_TRANSFER_NODE_013_NODE_043,2025-10-17,2025-10-20,0.4855493821400658,"{""time_mult"": 1.5978292711755502, ""cost_mult"": 1.1428415360740674}"
SCN_MAINT_EDGE_ROAD_NODE_020_NODE_083,maintenance,edge,EDGE_ROAD_NODE_020_NODE_083,2025-10-09,2025-10-12,0.5749052977979502,"{""time_mult"": 1.3998799902626944, ""cost_mult"": 1.2905752621107605}"
SCN_MAINT_EDGE_TRANSFER_NODE_035_NODE_047,maintenance,edge,EDGE_TRANSFER_NODE_035_NODE_047,2025-09-18,2025-09-21,0.7982091352112992,"{""time_mult"": 1.3399970635683598, ""cost_mult"": 1.1281567733977431}"
SCN_MAINT_EDGE_ROAD_NODE_050_NODE_052,maintenance,edge,EDGE_ROAD_NODE_050_NODE_052,2025-09-02,2025-09-04,0.5263829733130907,"{""time_mult"": 1.5991783124844698, ""cost_mult"": 1.3684794748849474}"
SCN_MAINT_EDGE_ROAD_NODE_022_NODE_051,maintenance,edge,EDGE_ROAD_NODE_022_NODE_051,2025-11-02,2025-11-05,0.6516658526670894,"{""time_mult"": 1.5740830005580226, ""cost_mult"": 1.1024275262250653}"
SCN_MAINT_EDGE_ROAD_NODE_041_NODE_046,maintenance,edge,EDGE_ROAD_NODE_041_NODE_046,2025-07-20,2025-07-21,0.7210445314898393,"{""time_mult"": 1.235316918117625, ""cost_mult"": 1.2521842641499603}"
SCN_MAINT_EDGE_TRANSFER_NODE_021_NODE_098,maintenance,edge,EDGE_TRANSFER_NODE_021_NODE_098,2025-09-04,2025-09-06,0.7655962187561047,"{""time_mult"": 1.587679418436354, ""cost_mult"": 1.1268239110159526}"
SCN_MAINT_EDGE_AIR_NODE_006_NODE_048,maintenance,edge,EDGE_AIR_NODE_006_NODE_048,2025-07-30,2025-08-01,0.5855958642135473,"{""time_mult"": 1.3997501170814355, ""cost_mult"": 1.159569624291366}"
SCN_MAINT_EDGE_ROAD_NODE_041_NODE_062,maintenance,edge,EDGE_ROAD_NODE_041_NODE_062,2025-08-13,2025-08-14,0.49528126657827054,"{""time_mult"": 1.511382822481296, ""cost_mult"": 1.1598174523358964}"
SCN_MAINT_EDGE_ROAD_NODE_049_NODE_062,maintenance,edge,EDGE_ROAD_NODE_049_NODE_062,2025-09-10,2025-09-13,0.4497918421166309,"{""time_mult"": 1.4587743470712482, ""cost_mult"": 1.2417943320078169}"
SCN_MAINT_EDGE_TRANSFER_NODE_079_NODE_087,maintenance,edge,EDGE_TRANSFER_NODE_079_NODE_087,2025-09-05,2025-09-08,0.4844521464638461,"{""time_mult"": 1.4481055425831901, ""cost_mult"": 1.2891526893450782}"
SCN_MAINT_EDGE_ROAD_NODE_034_NODE_076,maintenance,edge,EDGE_ROAD_NODE_034_NODE_076,2025-07-16,2025-07-17,0.7185403720041275,"{""time_mult"": 1.5562324896870816, ""cost_mult"": 1.3958220736849065}"
SCN_MAINT_EDGE_ROAD_NODE_045_NODE_069,maintenance,edge,EDGE_ROAD_NODE_045_NODE_069,2025-09-03,2025-09-06,0.7769540845814079,"{""time_mult"": 1.4316888201584517, ""cost_mult"": 1.2325473959359874}"
SCN_MAINT_EDGE_ROAD_NODE_020_NODE_088,maintenance,edge,EDGE_ROAD_NODE_020_NODE_088,2025-08-05,2025-08-08,0.48452141807596416,"{""time_mult"": 1.2653002597839924, ""cost_mult"": 1.2936645579249044}"
SCN_MAINT_EDGE_ROAD_NODE_039_NODE_089,maintenance,edge,EDGE_ROAD_NODE_039_NODE_089,2025-08-19,2025-08-22,0.6635237257495006,"{""time_mult"": 1.544541203475014, ""cost_mult"": 1.2869402456865582}"
SCN_MAINT_EDGE_ROAD_NODE_038_NODE_092,maintenance,edge,EDGE_ROAD_NODE_038_NODE_092,2025-09-04,2025-09-07,0.422045349794533,"{""time_mult"": 1.366348286586855, ""cost_mult"": 1.237269424529037}"
SCN_WE_EDGE_AIR_NODE_025_NODE_087_20250710,weather_shutdown,edge,EDGE_AIR_NODE_025_NODE_087,2025-07-10,2025-07-12,0.9201426201967664,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_005_NODE_083_20250710,weather_shutdown,edge,EDGE_AIR_NODE_005_NODE_083,2025-07-10,2025-07-11,0.771837796375579,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_012_NODE_038_20250710,weather_shutdown,edge,EDGE_AIR_NODE_012_NODE_038,2025-07-10,2025-07-11,0.8654687530656708,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_076_NODE_087_20250710,weather_shutdown,edge,EDGE_AIR_NODE_076_NODE_087,2025-07-10,2025-07-12,0.8373262026357328,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_000_NODE_075_20250710,weather_shutdown,edge,EDGE_AIR_NODE_000_NODE_075,2025-07-10,2025-07-12,0.9960719324837555,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_042_20250710,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_042,2025-07-10,2025-07-11,0.6527815322480169,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_049_NODE_086_20250710,weather_shutdown,edge,EDGE_AIR_NODE_049_NODE_086,2025-07-10,2025-07-11,0.7013004869106249,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_099_20250710,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_099,2025-07-10,2025-07-12,0.7846007049820815,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_056_NODE_091_20250710,weather_shutdown,edge,EDGE_AIR_NODE_056_NODE_091,2025-07-10,2025-07-12,0.893625539597654,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_073_NODE_084_20250710,weather_shutdown,edge,EDGE_AIR_NODE_073_NODE_084,2025-07-10,2025-07-11,0.7200010226018223,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_046_NODE_064_20250710,weather_shutdown,edge,EDGE_AIR_NODE_046_NODE_064,2025-07-10,2025-07-12,0.690182615341807,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_011_NODE_013_20250710,weather_shutdown,edge,EDGE_AIR_NODE_011_NODE_013,2025-07-10,2025-07-12,0.608188058878566,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_017_NODE_031_20250710,weather_shutdown,edge,EDGE_AIR_NODE_017_NODE_031,2025-07-10,2025-07-11,0.9219696962291581,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_069_20250712,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_069,2025-07-12,2025-07-13,0.6142327543427385,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_029_NODE_099_20250712,weather_shutdown,edge,EDGE_AIR_NODE_029_NODE_099,2025-07-12,2025-07-13,0.808540476298238,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_056_20250712,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_056,2025-07-12,2025-07-14,0.9428814246126858,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_039_NODE_051_20250712,weather_shutdown,edge,EDGE_AIR_NODE_039_NODE_051,2025-07-12,2025-07-13,0.7921130103153984,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_040_NODE_074_20250712,weather_shutdown,edge,EDGE_AIR_NODE_040_NODE_074,2025-07-12,2025-07-14,0.8160817253787119,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_079_NODE_087_20250712,weather_shutdown,edge,EDGE_AIR_NODE_079_NODE_087,2025-07-12,2025-07-14,0.7640447068241096,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_005_NODE_093_20250712,weather_shutdown,edge,EDGE_AIR_NODE_005_NODE_093,2025-07-12,2025-07-13,0.7480044275558004,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_099_20250712,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_099,2025-07-12,2025-07-13,0.8544181851504972,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_094_20250712,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_094,2025-07-12,2025-07-14,0.6657936045418749,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_015_NODE_054_20250712,weather_shutdown,edge,EDGE_AIR_NODE_015_NODE_054,2025-07-12,2025-07-14,0.6478587592004041,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_006_NODE_065_20250712,weather_shutdown,edge,EDGE_AIR_NODE_006_NODE_065,2025-07-12,2025-07-13,0.9338796976142166,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_021_NODE_038_20250712,weather_shutdown,edge,EDGE_AIR_NODE_021_NODE_038,2025-07-12,2025-07-14,0.7062689332626226,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_019_NODE_068_20250712,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_068,2025-07-12,2025-07-14,0.6006762893614133,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_056_20250713,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_056,2025-07-13,2025-07-15,0.6486128168847126,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_032_NODE_065_20250713,weather_shutdown,edge,EDGE_AIR_NODE_032_NODE_065,2025-07-13,2025-07-14,0.622401962540938,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_076_NODE_087_20250713,weather_shutdown,edge,EDGE_AIR_NODE_076_NODE_087,2025-07-13,2025-07-15,0.7912048418826695,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_071_20250713,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_071,2025-07-13,2025-07-14,0.6885996286420097,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_005_NODE_093_20250713,weather_shutdown,edge,EDGE_AIR_NODE_005_NODE_093,2025-07-13,2025-07-14,0.9097707196066207,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_070_NODE_087_20250713,weather_shutdown,edge,EDGE_AIR_NODE_070_NODE_087,2025-07-13,2025-07-14,0.7823897012969764,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_068_20250713,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_068,2025-07-13,2025-07-15,0.7411765852719417,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_021_NODE_038_20250713,weather_shutdown,edge,EDGE_AIR_NODE_021_NODE_038,2025-07-13,2025-07-14,0.9275871916774839,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_013_NODE_024_20250713,weather_shutdown,edge,EDGE_AIR_NODE_013_NODE_024,2025-07-13,2025-07-15,0.7924892622083601,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_068_NODE_099_20250713,weather_shutdown,edge,EDGE_AIR_NODE_068_NODE_099,2025-07-13,2025-07-14,0.977800988024677,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_031_20250713,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_031,2025-07-13,2025-07-14,0.6582368215647807,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_043_20250713,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_043,2025-07-13,2025-07-15,0.6009377261462335,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_099_20250713,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_099,2025-07-13,2025-07-14,0.984782915422767,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_069_20250714,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_069,2025-07-14,2025-07-16,0.8675156499640497,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_015_NODE_054_20250714,weather_shutdown,edge,EDGE_AIR_NODE_015_NODE_054,2025-07-14,2025-07-16,0.8580516891426239,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_052_NODE_077_20250714,weather_shutdown,edge,EDGE_AIR_NODE_052_NODE_077,2025-07-14,2025-07-15,0.9265755152930909,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_083_NODE_091_20250714,weather_shutdown,edge,EDGE_AIR_NODE_083_NODE_091,2025-07-14,2025-07-16,0.7341498139953506,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_006_NODE_065_20250714,weather_shutdown,edge,EDGE_AIR_NODE_006_NODE_065,2025-07-14,2025-07-15,0.9674236825253423,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_056_20250714,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_056,2025-07-14,2025-07-16,0.6603241954983913,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_021_NODE_068_20250714,weather_shutdown,edge,EDGE_AIR_NODE_021_NODE_068,2025-07-14,2025-07-16,0.8527689254459968,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_028_NODE_051_20250714,weather_shutdown,edge,EDGE_AIR_NODE_028_NODE_051,2025-07-14,2025-07-16,0.7299506820839543,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_088_20250714,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_088,2025-07-14,2025-07-15,0.8068869584951199,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_091_NODE_096_20250714,weather_shutdown,edge,EDGE_AIR_NODE_091_NODE_096,2025-07-14,2025-07-16,0.7607897919772965,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_011_NODE_018_20250714,weather_shutdown,edge,EDGE_AIR_NODE_011_NODE_018,2025-07-14,2025-07-15,0.6571896819401756,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_019_NODE_068_20250714,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_068,2025-07-14,2025-07-16,0.803477558846778,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_066_20250714,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_066,2025-07-14,2025-07-15,0.7212594917192479,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_031_20250715,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_031,2025-07-15,2025-07-16,0.7119021116895803,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_084_20250715,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_084,2025-07-15,2025-07-17,0.8507725795403572,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_068_20250715,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_068,2025-07-15,2025-07-16,0.886125449974074,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_013_NODE_024_20250715,weather_shutdown,edge,EDGE_AIR_NODE_013_NODE_024,2025-07-15,2025-07-17,0.7025330979161846,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_052_NODE_077_20250715,weather_shutdown,edge,EDGE_AIR_NODE_052_NODE_077,2025-07-15,2025-07-16,0.6912715994139059,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_049_NODE_083_20250715,weather_shutdown,edge,EDGE_AIR_NODE_049_NODE_083,2025-07-15,2025-07-17,0.8608083913739173,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_073_20250715,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_073,2025-07-15,2025-07-16,0.7903387337902495,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_073_NODE_084_20250715,weather_shutdown,edge,EDGE_AIR_NODE_073_NODE_084,2025-07-15,2025-07-16,0.6209844330561735,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_040_NODE_074_20250715,weather_shutdown,edge,EDGE_AIR_NODE_040_NODE_074,2025-07-15,2025-07-16,0.8319873363302683,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_094_20250715,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_094,2025-07-15,2025-07-17,0.6557224449419794,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_029_NODE_094_20250715,weather_shutdown,edge,EDGE_AIR_NODE_029_NODE_094,2025-07-15,2025-07-16,0.6842551694966161,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_054_NODE_072_20250715,weather_shutdown,edge,EDGE_AIR_NODE_054_NODE_072,2025-07-15,2025-07-16,0.6832460439542751,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_019_NODE_068_20250715,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_068,2025-07-15,2025-07-16,0.7304595841486714,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_003_NODE_012_20250716,weather_shutdown,edge,EDGE_AIR_NODE_003_NODE_012,2025-07-16,2025-07-17,0.8143467487804181,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_099_20250716,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_099,2025-07-16,2025-07-17,0.6474415157123522,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_084_20250716,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_084,2025-07-16,2025-07-18,0.9344180080775262,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_051_NODE_071_20250716,weather_shutdown,edge,EDGE_AIR_NODE_051_NODE_071,2025-07-16,2025-07-17,0.7127041117394602,"{""closed"": true}"
