from_node,to_node,time_h
NODE_001,NODE_019,12.2477380984784
NODE_001,NODE_020,10.646118575963134
NODE_001,NODE_021,11.100838234777234
NODE_001,NODE_022,9.814362518184389
NODE_001,NODE_023,8.352764835281384
NODE_001,NODE_024,7.946915945151131
NODE_001,NODE_025,5.5363121303267615
NODE_001,NODE_026,10.834468493056672
NODE_001,NODE_027,10.833717115245033
NODE_001,NODE_028,7.660604473211143
NODE_001,NODE_029,14.095581313132785
NODE_001,NODE_030,10.107291850693615
NODE_001,NODE_031,10.474730473209739
NODE_001,NODE_032,4.097751250992063
NODE_001,NODE_033,8.351863075249682
NODE_001,NODE_034,1.8551064706412497
NODE_001,NODE_035,12.107844090774456
NODE_001,NODE_036,1.6245385975281528
NODE_001,NODE_037,5.546442020689648
NODE_001,NODE_038,9.890866036075987
NODE_001,NODE_039,6.1307512518795875
NODE_001,NODE_040,8.831452048484223
NODE_001,NODE_041,12.801567586341843
NODE_001,NODE_042,10.431828951924274
NODE_001,NODE_043,8.633765166808836
NODE_001,NODE_044,6.202971471452699
NODE_001,NODE_045,11.548104057592322
NODE_001,NODE_046,13.006216799968582
NODE_001,NODE_047,10.943054861299604
NODE_001,NODE_048,0.658803820994369
NODE_001,NODE_049,10.827968256806553
NODE_001,NODE_050,13.630113477323086
NODE_001,NODE_051,8.142026303480195
NODE_001,NODE_052,13.301150719119223
NODE_001,NODE_053,12.255344412538975
NODE_001,NODE_054,10.317309329693774
NODE_001,NODE_055,6.584907780585541
NODE_001,NODE_056,10.148585388031682
NODE_001,NODE_057,1.8907378955339489
NODE_001,NODE_058,8.068367106244361
NODE_001,NODE_059,8.559303475498497
NODE_001,NODE_060,3.8771322701798745
NODE_001,NODE_061,12.097924650761458
NODE_001,NODE_062,11.744696005133065
NODE_001,NODE_063,10.929486980117213
NODE_001,NODE_064,12.134970415168903
NODE_001,NODE_065,2.002561885386273
NODE_001,NODE_066,11.198537381514683
NODE_001,NODE_067,14.066019819016736
NODE_001,NODE_068,12.089430301076366
NODE_001,NODE_069,10.257995640693432
NODE_001,NODE_070,3.0814997747655015
NODE_001,NODE_071,9.696259000289134
NODE_001,NODE_072,7.517309329693774
NODE_001,NODE_073,10.841210350903124
NODE_001,NODE_074,6.6728310489865095
NODE_001,NODE_075,7.773279046001409
NODE_001,NODE_076,3.083599618257561
NODE_001,NODE_077,13.804776264269828
NODE_001,NODE_078,14.170503349771492
NODE_001,NODE_079,4.314699030191619
NODE_001,NODE_080,14.751990327274418
NODE_001,NODE_081,1.2531707826783596
NODE_001,NODE_082,3.4416173102666043
NODE_001,NODE_083,8.98239573704425
NODE_001,NODE_084,12.370501522118008
NODE_001,NODE_085,7.856328527686067
NODE_001,NODE_086,10.753288542280048
NODE_001,NODE_087,4.047014259414622
NODE_001,NODE_088,9.205498048867906
NODE_001,NODE_089,6.897751250992063
NODE_001,NODE_090,3.5715724050070685
NODE_001,NODE_091,10.068540129826898
NODE_001,NODE_092,10.735515097522365
NODE_001,NODE_093,6.1140066018038866
NODE_001,NODE_094,14.629629425591443
NODE_001,NODE_095,10.25041954421559
NODE_001,NODE_096,10.913159229140447
NODE_001,NODE_097,6.361431249818268
NODE_001,NODE_098,11.77163013805876
NODE_001,NODE_099,13.695581313132784
NODE_002,NODE_003,3.258926596152346
NODE_002,NODE_004,10.997623875106191
NODE_002,NODE_005,15.345553502452596
NODE_002,NODE_006,12.696972528570866
NODE_002,NODE_007,1.1990799575683222
NODE_002,NODE_008,9.308984181552093
NODE_002,NODE_009,7.386029497265862
NODE_002,NODE_010,7.814710335270291
NODE_002,NODE_011,12.07913456435098
NODE_002,NODE_012,5.4430986833510895
NODE_002,NODE_013,10.774405956833974
NODE_002,NODE_014,2.7477145997607497
NODE_002,NODE_015,18.78201485345322
NODE_002,NODE_016,11.692879696067495
NODE_002,NODE_017,18.434881867132344
NODE_002,NODE_018,12.423520140198326
NODE_002,NODE_019,0.7920573287022727
NODE_002,NODE_020,15.509229817396323
NODE_002,NODE_021,2.9176931168680453
NODE_002,NODE_022,9.164786206923637
NODE_002,NODE_023,16.53986387121462
NODE_002,NODE_024,12.585902812660317
NODE_002,NODE_025,10.607491184913188
NODE_002,NODE_026,10.379829410460584
NODE_002,NODE_027,9.175458610194793
NODE_002,NODE_028,6.905362579537023
NODE_002,NODE_029,1.7849862773723393
NODE_002,NODE_030,9.564786206923637
NODE_002,NODE_031,16.277796162189677
NODE_002,NODE_032,8.81610496800397
NODE_002,NODE_033,12.749320200120254
NODE_002,NODE_034,12.17113085806577
NODE_002,NODE_035,6.160443566276135
NODE_002,NODE_036,14.137578927880163
NODE_002,NODE_037,8.962126916159463
NODE_002,NODE_038,3.3628971872364497
NODE_002,NODE_039,8.08884243880588
NODE_002,NODE_040,11.235514228377028
NODE_002,NODE_041,14.558506968577476
NODE_002,NODE_042,8.833958956570493
NODE_002,NODE_043,11.233109822876258
NODE_002,NODE_044,12.61852147586957
NODE_002,NODE_045,12.606380007689275
NODE_002,NODE_046,14.994872348572464
NODE_002,NODE_047,7.325232795750987
NODE_002,NODE_048,12.255052398001665
NODE_002,NODE_049,14.539407104090083
NODE_002,NODE_050,15.847279182255676
NODE_002,NODE_051,7.958658469390682
NODE_002,NODE_052,15.265321238391262
NODE_002,NODE_053,6.38848502014957
NODE_002,NODE_054,18.50440836562701
NODE_002,NODE_055,15.255101039640385
NODE_002,NODE_056,15.503982676793278
NODE_002,NODE_057,11.028372822385665
NODE_002,NODE_058,11.484052001714176
NODE_002,NODE_059,9.708984181552093
NODE_002,NODE_060,12.785864718403362
NODE_002,NODE_061,0.8159315682345739
NODE_002,NODE_062,13.501635387368697
NODE_002,NODE_063,8.284873697972731
NODE_002,NODE_064,14.352136120101495
NODE_002,NODE_065,10.91129433360976
NODE_002,NODE_066,16.71757794845615
NODE_002,NODE_067,1.6374171352703006
NODE_002,NODE_068,0.9772839446714702
NODE_002,NODE_069,10.956302262823824
NODE_002,NODE_070,11.138093915919965
NODE_002,NODE_071,9.325819445690787
NODE_002,NODE_072,15.70440836562701
NODE_002,NODE_073,11.899486301000076
NODE_002,NODE_074,11.795666184301687
NODE_002,NODE_075,5.140577172994624
NODE_002,NODE_076,11.313129702291988
NODE_002,NODE_077,15.79343181287371
NODE_002,NODE_078,15.927442732007124
NODE_002,NODE_079,10.73024903460849
NODE_002,NODE_080,2.441395291513974
NODE_002,NODE_081,14.062712528914323
NODE_002,NODE_082,15.954657640618615
NODE_002,NODE_083,13.845506978477438
NODE_002,NODE_084,13.42877747221496
NODE_002,NODE_085,10.674909211803435
NODE_002,NODE_086,13.400743344912545
NODE_002,NODE_087,10.172579431270846
NODE_002,NODE_088,16.447070015957053
NODE_002,NODE_089,6.016104968003971
NODE_002,NODE_090,10.45466492369995
NODE_002,NODE_091,14.931651371260086
NODE_002,NODE_092,2.1783411214736677
NODE_002,NODE_093,14.301105637737123
NODE_002,NODE_094,2.2675140579586133
NODE_002,NODE_095,9.600843232954839
NODE_002,NODE_096,14.607354521859843
NODE_002,NODE_097,11.906856407232322
NODE_002,NODE_098,3.58848502014957
NODE_002,NODE_099,1.3849862773723394
NODE_003,NODE_004,7.738697278953845
NODE_003,NODE_005,12.086626906300246
NODE_003,NODE_006,9.43804593241852
NODE_003,NODE_007,3.9727530184710718
NODE_003,NODE_008,7.989131857561993
NODE_003,NODE_009,4.127102901113515
NODE_003,NODE_010,4.5557837391179445
NODE_003,NODE_011,8.820207968198634
NODE_003,NODE_012,2.1841720871987436
NODE_003,NODE_013,7.515479360681628
NODE_003,NODE_014,5.403380012677508
NODE_003,NODE_015,15.523088257300872
NODE_003,NODE_016,8.433953099915149
NODE_003,NODE_017,15.17595527098
NODE_003,NODE_018,9.16459354404598
NODE_003,NODE_019,2.5928084756347136
NODE_003,NODE_020,12.250303221243977
NODE_003,NODE_021,1.597840792877945
NODE_003,NODE_022,5.905859610771289
NODE_003,NODE_023,13.280937275062275
NODE_003,NODE_024,9.32697621650797
NODE_003,NODE_025,7.348564588760842
NODE_003,NODE_026,7.120902814308238
NODE_003,NODE_027,5.916532014042446
NODE_003,NODE_028,3.6464359833846762
NODE_003,NODE_029,4.440651690289098
NODE_003,NODE_030,6.305859610771289
NODE_003,NODE_031,13.018869566037331
NODE_003,NODE_032,5.5571783718516246
NODE_003,NODE_033,11.429467876130154
NODE_003,NODE_034,8.912204261913423
NODE_003,NODE_035,4.840591242286035
NODE_003,NODE_036,10.878652331727817
NODE_003,NODE_037,5.703200320007117
NODE_003,NODE_038,0.5770831770844171
NODE_003,NODE_039,4.829915842653534
NODE_003,NODE_040,9.915661904386928
NODE_003,NODE_041,11.29958037242513
NODE_003,NODE_042,5.575032360418146
NODE_003,NODE_043,7.9741832267239126
NODE_003,NODE_044,9.359594879717223
NODE_003,NODE_045,9.347453411536929
NODE_003,NODE_046,11.735945752420118
NODE_003,NODE_047,6.005380471760887
NODE_003,NODE_048,8.996125801849319
NODE_003,NODE_049,11.280480507937737
NODE_003,NODE_050,12.58835258610333
NODE_003,NODE_051,4.699731873238335
NODE_003,NODE_052,12.006394642238917
NODE_003,NODE_053,5.06863269615947
NODE_003,NODE_054,15.245481769474662
NODE_003,NODE_055,11.996174443488037
NODE_003,NODE_056,12.245056080640932
NODE_003,NODE_057,7.76944622623332
NODE_003,NODE_058,8.22512540556183
NODE_003,NODE_059,8.389131857561994
NODE_003,NODE_060,9.526938122251016
NODE_003,NODE_061,2.442995027917772
NODE_003,NODE_062,10.242708791216351
NODE_003,NODE_063,6.965021373982632
NODE_003,NODE_064,11.093209523949149
NODE_003,NODE_065,7.652367737457414
NODE_003,NODE_066,13.458651352303804
NODE_003,NODE_067,4.41109019617305
NODE_003,NODE_068,2.434500678232679
NODE_003,NODE_069,7.697375666671479
NODE_003,NODE_070,7.879167319767619
NODE_003,NODE_071,6.06689284953844
NODE_003,NODE_072,12.445481769474663
NODE_003,NODE_073,8.64055970484773
NODE_003,NODE_074,10.475813860311588
NODE_003,NODE_075,1.8816505768422782
NODE_003,NODE_076,8.054203106139642
NODE_003,NODE_077,12.534505216721364
NODE_003,NODE_078,12.668516135854778
NODE_003,NODE_079,7.471322438456144
NODE_003,NODE_080,5.0970607044307314
NODE_003,NODE_081,10.803785932761977
NODE_003,NODE_082,12.69573104446627
NODE_003,NODE_083,10.586580382325092
NODE_003,NODE_084,10.169850876062615
NODE_003,NODE_085,9.355056887813335
NODE_003,NODE_086,10.1418167487602
NODE_003,NODE_087,6.9136528351185
NODE_003,NODE_088,13.188143419804709
NODE_003,NODE_089,2.7571783718516247
NODE_003,NODE_090,7.195738327547604
NODE_003,NODE_091,11.67272477510774
NODE_003,NODE_092,1.080585474678678
NODE_003,NODE_093,11.042179041584776
NODE_003,NODE_094,4.974699802747756
NODE_003,NODE_095,6.34191663680249
NODE_003,NODE_096,11.348427925707497
NODE_003,NODE_097,10.587004083242224
NODE_003,NODE_098,2.26863269615947
NODE_003,NODE_099,4.040651690289097
NODE_004,NODE_005,4.607079468209011
NODE_004,NODE_006,5.644346108887811
NODE_004,NODE_007,11.711450297424916
NODE_004,NODE_008,14.386765893961142
NODE_004,NODE_009,6.318042307418027
NODE_004,NODE_010,6.190610515044795
NODE_004,NODE_011,1.3003038470727533
NODE_004,NODE_012,6.246563853490306
NODE_004,NODE_013,2.6050324545897605
NODE_004,NODE_014,13.142077291631354
NODE_004,NODE_015,8.043540819209635
NODE_004,NODE_016,3.7243725770408718
NODE_004,NODE_017,7.437257992026156
NODE_004,NODE_018,1.4258962650921345
NODE_004,NODE_019,10.331505754588559
NODE_004,NODE_020,4.5116059422901325
NODE_004,NODE_021,9.184605890887392
NODE_004,NODE_022,5.668643682465506
NODE_004,NODE_023,5.801389836971038
NODE_004,NODE_024,1.8124033114781288
NODE_004,NODE_025,0.5982005033462419
NODE_004,NODE_026,5.562056631527871
NODE_004,NODE_027,7.611747299665757
NODE_004,NODE_028,4.438634657631867
NODE_004,NODE_029,12.179348969242943
NODE_004,NODE_030,5.679676532869988
NODE_004,NODE_031,5.280172287083488
NODE_004,NODE_032,5.873832261103919
NODE_004,NODE_033,13.779325493712326
NODE_004,NODE_034,4.279406163031754
NODE_004,NODE_035,12.427356340295482
NODE_004,NODE_036,6.245854232846147
NODE_004,NODE_037,2.0354969589467284
NODE_004,NODE_038,7.974633692186146
NODE_004,NODE_039,2.908781436300311
NODE_004,NODE_040,14.258914466946868
NODE_004,NODE_041,6.948552758957142
NODE_004,NODE_042,6.448173406740269
NODE_004,NODE_043,3.361353305280033
NODE_004,NODE_044,1.8800474416259865
NODE_004,NODE_045,6.2270517411981965
NODE_004,NODE_046,7.1337389801579905
NODE_004,NODE_047,13.592145569770334
NODE_004,NODE_048,6.325418128959847
NODE_004,NODE_049,4.69345562313355
NODE_004,NODE_050,7.757635657512492
NODE_004,NODE_051,4.9200564879009185
NODE_004,NODE_052,7.42867289930863
NODE_004,NODE_053,12.655397794168916
NODE_004,NODE_054,7.765934331383426
NODE_004,NODE_055,4.516627005396801
NODE_004,NODE_056,4.506358801687088
NODE_004,NODE_057,7.366262802543691
NODE_004,NODE_058,2.2996141774666663
NODE_004,NODE_059,13.986765893961142
NODE_004,NODE_060,9.304594688642519
NODE_004,NODE_061,10.181692306871616
NODE_004,NODE_062,6.367551286099255
NODE_004,NODE_063,14.551786471992079
NODE_004,NODE_064,6.26249259535831
NODE_004,NODE_065,7.430024303848917
NODE_004,NODE_066,5.719954073349959
NODE_004,NODE_067,12.149787475126894
NODE_004,NODE_068,10.173197957186524
NODE_004,NODE_069,4.98558377916463
NODE_004,NODE_070,3.1787180707627067
NODE_004,NODE_071,5.268643682465505
NODE_004,NODE_072,4.965934331383426
NODE_004,NODE_073,5.520158034508999
NODE_004,NODE_074,12.100293467449154
NODE_004,NODE_075,5.857046702111567
NODE_004,NODE_076,3.0509130154154427
NODE_004,NODE_077,7.932298444459235
NODE_004,NODE_078,8.31748852238679
NODE_004,NODE_079,1.819813603481384
NODE_004,NODE_080,12.835757983384577
NODE_004,NODE_081,7.387683416351363
NODE_004,NODE_082,6.2350208950308215
NODE_004,NODE_083,2.847883103371247
NODE_004,NODE_084,7.0494492057238825
NODE_004,NODE_085,13.283790946148711
NODE_004,NODE_086,5.432236225885923
NODE_004,NODE_087,2.377483206819029
NODE_004,NODE_088,5.449446140850864
NODE_004,NODE_089,4.98151890710222
NODE_004,NODE_090,4.235272305407939
NODE_004,NODE_091,3.934027496153896
NODE_004,NODE_092,8.819282753632523
NODE_004,NODE_093,3.5626316034935392
NODE_004,NODE_094,12.7133970817016
NODE_004,NODE_095,6.03573538703363
NODE_004,NODE_096,4.778646595467444
NODE_004,NODE_097,11.788893668280913
NODE_004,NODE_098,9.855397794168917
NODE_004,NODE_099,11.779348969242943
NODE_005,NODE_006,8.250999826430697
NODE_005,NODE_007,16.05937992477132
NODE_005,NODE_008,16.70110815679789
NODE_005,NODE_009,10.350890642671331
NODE_005,NODE_010,9.585949885024826
NODE_005,NODE_011,4.109711632318645
NODE_005,NODE_012,10.594493480836709
NODE_005,NODE_013,5.414440239835653
NODE_005,NODE_014,17.490006918977755
NODE_005,NODE_015,3.737461954820509
NODE_005,NODE_016,6.3896900734416295
NODE_005,NODE_017,3.436662064542665
NODE_005,NODE_018,3.709711632318645
NODE_005,NODE_019,14.679435381934962
NODE_005,NODE_020,3.24368850817002
NODE_005,NODE_021,13.532535518233795
NODE_005,NODE_022,8.474840774604331
NODE_005,NODE_023,1.4957727369742475
NODE_005,NODE_024,3.8630808629212825
NODE_005,NODE_025,4.7964287973219815
NODE_005,NODE_026,8.33483408505852
NODE_005,NODE_027,11.959676927012161
NODE_005,NODE_028,8.786564284978269
NODE_005,NODE_029,16.527278596589344
NODE_005,NODE_030,8.485873625008812
NODE_005,NODE_031,2.732925791910344
NODE_005,NODE_032,8.669323125466638
NODE_005,NODE_033,16.093667756549078
NODE_005,NODE_034,7.074897027394473
NODE_005,NODE_035,16.775285967641885
NODE_005,NODE_036,6.117266083771243
NODE_005,NODE_037,6.441793066075707
NODE_005,NODE_038,12.322563319532549
NODE_005,NODE_039,7.256711063646713
NODE_005,NODE_040,16.573256729783616
NODE_005,NODE_041,6.388394449625427
NODE_005,NODE_042,9.254370498879094
NODE_005,NODE_043,6.167550397418859
NODE_005,NODE_044,2.727032026583024
NODE_005,NODE_045,6.520820244291414
NODE_005,NODE_046,6.573580670826275
NODE_005,NODE_047,17.940075197116737
NODE_005,NODE_048,8.400608502293764
NODE_005,NODE_049,4.133297313801835
NODE_005,NODE_050,7.197477348180777
NODE_005,NODE_051,9.267986115247322
NODE_005,NODE_052,6.868514589976915
NODE_005,NODE_053,17.00332742151532
NODE_005,NODE_054,3.4598554669943
NODE_005,NODE_055,2.581793481398771
NODE_005,NODE_056,2.406780706732286
NODE_005,NODE_057,9.632542576833345
NODE_005,NODE_058,4.964931673867424
NODE_005,NODE_059,16.30110815679789
NODE_005,NODE_060,11.61893695147927
NODE_005,NODE_061,14.529621934218019
NODE_005,NODE_062,5.80739297676754
NODE_005,NODE_063,18.671291661416603
NODE_005,NODE_064,5.702334286026595
NODE_005,NODE_065,9.744366566685668
NODE_005,NODE_066,3.4567327002152872
NODE_005,NODE_067,16.4977171024733
NODE_005,NODE_068,14.521127584532927
NODE_005,NODE_069,7.791780871303455
NODE_005,NODE_070,5.974208935125426
NODE_005,NODE_071,8.074840774604331
NODE_005,NODE_072,0.6598554669942999
NODE_005,NODE_073,6.815177194519026
NODE_005,NODE_074,14.414635730285905
NODE_005,NODE_075,10.20497632945797
NODE_005,NODE_076,5.846403879778162
NODE_005,NODE_077,7.37214013512752
NODE_005,NODE_078,7.7573302130550745
NODE_005,NODE_079,4.615304467844103
NODE_005,NODE_080,17.18368761073098
NODE_005,NODE_081,7.696147635492727
NODE_005,NODE_082,4.300187371032791
NODE_005,NODE_083,2.287724794039532
NODE_005,NODE_084,7.463401373226769
NODE_005,NODE_085,15.59813320898546
NODE_005,NODE_086,5.271961072979373
NODE_005,NODE_087,5.172974071181748
NODE_005,NODE_088,1.4636933675685098
NODE_005,NODE_089,9.329448534448623
NODE_005,NODE_090,7.030763169770658
NODE_005,NODE_091,3.1932926887448327
NODE_005,NODE_092,13.167212380978926
NODE_005,NODE_093,1.6277980794955096
NODE_005,NODE_094,17.061326709048004
NODE_005,NODE_095,8.841932479172455
NODE_005,NODE_096,4.218488286135729
NODE_005,NODE_097,14.103235931117663
NODE_005,NODE_098,14.20332742151532
NODE_005,NODE_099,16.127278596589345
NODE_006,NODE_007,13.41079895088959
NODE_006,NODE_008,8.742419785073329
NODE_006,NODE_009,9.04984559821211
NODE_006,NODE_010,8.922413805838879
NODE_006,NODE_011,6.944649955960564
NODE_006,NODE_012,7.945912506954982
NODE_006,NODE_013,6.868554536578967
NODE_006,NODE_014,14.841425945096029
NODE_006,NODE_015,11.104110962651284
NODE_006,NODE_016,8.555258368649806
NODE_006,NODE_017,10.802849307981102
NODE_006,NODE_018,7.070242373979946
NODE_006,NODE_019,12.030854408053234
NODE_006,NODE_020,10.155952051177943
NODE_006,NODE_021,10.883954544352067
NODE_006,NODE_022,9.324195993399195
NODE_006,NODE_023,8.861959980412685
NODE_006,NODE_024,7.45674942036594
NODE_006,NODE_025,5.04614560554157
NODE_006,NODE_026,10.34430196827148
NODE_006,NODE_027,10.343550590459841
NODE_006,NODE_028,7.17043794842595
NODE_006,NODE_029,13.878697622707618
NODE_006,NODE_030,9.617125325908422
NODE_006,NODE_031,10.924518395971297
NODE_006,NODE_032,3.8808675605668963
NODE_006,NODE_033,8.134979384824515
NODE_006,NODE_034,1.3649399458560574
NODE_006,NODE_035,11.890960400349288
NODE_006,NODE_036,2.1337337426594543
NODE_006,NODE_037,5.056275495904456
NODE_006,NODE_038,9.67398234565082
NODE_006,NODE_039,5.640584727094394
NODE_006,NODE_040,8.614568358059055
NODE_006,NODE_041,12.311401061556651
NODE_006,NODE_042,9.94166242713908
NODE_006,NODE_043,8.143598642023644
NODE_006,NODE_044,5.712804946667507
NODE_006,NODE_045,11.05793753280713
NODE_006,NODE_046,12.51605027518339
NODE_006,NODE_047,10.726171170874435
NODE_006,NODE_048,0.6810720200720363
NODE_006,NODE_049,10.337801732021362
NODE_006,NODE_050,13.139946952537894
NODE_006,NODE_051,7.651859778695002
NODE_006,NODE_052,12.810984194334031
NODE_006,NODE_053,12.038460722113806
NODE_006,NODE_054,10.826504474825075
NODE_006,NODE_055,7.094102925716843
NODE_006,NODE_056,10.150704910574898
NODE_006,NODE_057,1.7219166936558792
NODE_006,NODE_058,7.578200581459169
NODE_006,NODE_059,8.342419785073329
NODE_006,NODE_060,3.660248579754707
NODE_006,NODE_061,11.881040960336291
NODE_006,NODE_062,11.254529480347873
NODE_006,NODE_063,10.712603289692044
NODE_006,NODE_064,11.644803890383711
NODE_006,NODE_065,1.785678194961106
NODE_006,NODE_066,11.36430018223777
NODE_006,NODE_067,13.849136128591569
NODE_006,NODE_068,11.872546610651199
NODE_006,NODE_069,9.76782911590824
NODE_006,NODE_070,2.591333249980309
NODE_006,NODE_071,9.20609247550394
NODE_006,NODE_072,8.026504474825074
NODE_006,NODE_073,10.351043826117932
NODE_006,NODE_074,6.455947358561342
NODE_006,NODE_075,7.556395355576242
NODE_006,NODE_076,2.593433093472369
NODE_006,NODE_077,13.314609739484636
NODE_006,NODE_078,13.6803368249863
NODE_006,NODE_079,3.8245325054064274
NODE_006,NODE_080,14.535106636849251
NODE_006,NODE_081,1.7623659278096613
NODE_006,NODE_082,3.9508124553979056
NODE_006,NODE_083,8.492229212259058
NODE_006,NODE_084,11.880334997332817
NODE_006,NODE_085,7.639444837260899
NODE_006,NODE_086,10.263122017494856
NODE_006,NODE_087,3.556847734629429
NODE_006,NODE_088,9.714693193999206
NODE_006,NODE_089,6.680867560566896
NODE_006,NODE_090,3.0814058802218764
NODE_006,NODE_091,9.578373605041707
NODE_006,NODE_092,10.518631407097198
NODE_006,NODE_093,6.623201746935187
NODE_006,NODE_094,14.412745735166276
NODE_006,NODE_095,9.760253019430397
NODE_006,NODE_096,10.422992704355256
NODE_006,NODE_097,6.1445475593931
NODE_006,NODE_098,11.554746447633592
NODE_006,NODE_099,13.478697622707617
NODE_007,NODE_008,9.280506377578565
NODE_007,NODE_009,8.099855919584588
NODE_007,NODE_010,8.528536757589016
NODE_007,NODE_011,12.792960986669705
NODE_007,NODE_012,6.156925105669815
NODE_007,NODE_013,11.488232379152699
NODE_007,NODE_014,1.918808973012137
NODE_007,NODE_015,19.495841275771944
NODE_007,NODE_016,12.40670611838622
NODE_007,NODE_017,19.14870828945107
NODE_007,NODE_018,13.13734656251705
NODE_007,NODE_019,1.991137286270595
NODE_007,NODE_020,16.22305623971505
NODE_007,NODE_021,3.772392657055156
NODE_007,NODE_022,9.878612629242362
NODE_007,NODE_023,17.253690293533346
NODE_007,NODE_024,13.299729234979042
NODE_007,NODE_025,11.321317607231913
NODE_007,NODE_026,11.093655832779309
NODE_007,NODE_027,9.88928503251352
NODE_007,NODE_028,7.619189001855748
NODE_007,NODE_029,0.9635881163842627
