from_node,to_node,cost
NODE_000,NODE_095,6804.384650668509
NODE_000,NODE_096,18643.87761444029
NODE_000,NODE_097,30773.969808492686
NODE_000,NODE_098,12367.669731484297
NODE_000,NODE_099,16472.137500812816
NODE_001,NODE_002,30270.08254954083
NODE_001,NODE_003,23474.684437546206
NODE_001,NODE_004,16446.193005028297
NODE_001,NODE_005,21546.947071678354
NODE_001,NODE_006,1996.6539078922108
NODE_001,NODE_007,34091.31927166258
NODE_001,NODE_008,22213.52018559741
NODE_001,NODE_009,24216.487605996852
NODE_001,NODE_010,25544.7780371991
NODE_001,NODE_011,19950.721968604274
NODE_001,NODE_012,19489.945169216448
NODE_001,NODE_013,16903.251550853507
NODE_001,NODE_014,34102.778536466765
NODE_001,NODE_015,31569.080894783197
NODE_001,NODE_016,19763.457405429228
NODE_001,NODE_017,31997.27192650392
NODE_001,NODE_018,21026.449446276267
NODE_001,NODE_019,31041.77776900024
NODE_001,NODE_020,29835.652983678967
NODE_001,NODE_021,26989.5250344959
NODE_001,NODE_022,24543.037854096827
NODE_001,NODE_023,24800.22847892512
NODE_001,NODE_024,21080.35464194164
NODE_001,NODE_025,14027.952233232794
NODE_001,NODE_026,25969.906485864205
NODE_001,NODE_027,29212.35545305886
NODE_001,NODE_028,19330.06554804247
NODE_001,NODE_029,33386.729839174644
NODE_001,NODE_030,24608.259346185652
NODE_001,NODE_031,29055.947845047438
NODE_001,NODE_032,11179.067269468143
NODE_001,NODE_033,20538.60063492575
NODE_001,NODE_034,5195.498083824987
NODE_001,NODE_035,29895.88368601259
NODE_001,NODE_036,5500.402175873937
NODE_001,NODE_037,12735.507570190122
NODE_001,NODE_038,25296.823909615614
NODE_001,NODE_039,14644.611679548583
NODE_001,NODE_040,22250.375941072678
NODE_001,NODE_041,28579.133566586297
NODE_001,NODE_042,26010.559733914586
NODE_001,NODE_043,18575.701725709765
NODE_001,NODE_044,14933.611191900154
NODE_001,NODE_045,26991.483325843517
NODE_001,NODE_046,30131.83966541388
NODE_001,NODE_047,28217.844472575944
NODE_001,NODE_048,1342.8675041767347
NODE_001,NODE_049,25260.495864934685
NODE_001,NODE_050,32717.79072174174
NODE_001,NODE_051,21374.61392388611
NODE_001,NODE_052,28908.711201607013
NODE_001,NODE_053,31393.06192472038
NODE_001,NODE_054,32796.06411418266
NODE_001,NODE_055,20485.77175814665
NODE_001,NODE_056,29948.102452869312
NODE_001,NODE_057,4502.265724298498
NODE_001,NODE_058,19312.619570019237
NODE_001,NODE_059,20877.286406099938
NODE_001,NODE_060,9939.258770187855
NODE_001,NODE_061,29761.71512554835
NODE_001,NODE_062,27190.818215331532
NODE_001,NODE_063,27631.997875369318
NODE_001,NODE_064,27251.297956009053
NODE_001,NODE_065,4899.382522224044
NODE_001,NODE_066,30736.862059572308
NODE_001,NODE_067,35009.39253613491
NODE_001,NODE_068,28802.58573666481
NODE_001,NODE_069,24686.597908956144
NODE_001,NODE_070,6820.089964699903
NODE_001,NODE_071,23547.40763802165
NODE_001,NODE_072,22838.522315728424
NODE_001,NODE_073,25752.761607806035
NODE_001,NODE_074,15857.934118914949
NODE_001,NODE_075,19397.723198929714
NODE_001,NODE_076,7978.794948697438
NODE_001,NODE_077,32439.136547650814
NODE_001,NODE_078,33545.712848319694
NODE_001,NODE_079,9619.751113660255
NODE_001,NODE_080,33898.94868170827
NODE_001,NODE_081,3476.2179354374957
NODE_001,NODE_082,12003.103869027149
NODE_001,NODE_083,24977.641076171723
NODE_001,NODE_084,28548.50447036498
NODE_001,NODE_085,19286.903507171195
NODE_001,NODE_086,23765.405524669914
NODE_001,NODE_087,8441.550139551346
NODE_001,NODE_088,27470.97588398474
NODE_001,NODE_089,17926.75361298069
NODE_001,NODE_090,9620.783200630365
NODE_001,NODE_091,28566.909486314722
NODE_001,NODE_092,24954.583783229224
NODE_001,NODE_093,19081.498820210996
NODE_001,NODE_094,34811.081685779805
NODE_001,NODE_095,25632.7989898911
NODE_001,NODE_096,26286.160019056864
NODE_001,NODE_097,16933.161499420847
NODE_001,NODE_098,28317.82775886432
NODE_001,NODE_099,32422.29552819284
NODE_002,NODE_003,6795.398111994626
NODE_002,NODE_004,25517.801243238264
NODE_002,NODE_005,38086.21428407706
NODE_002,NODE_006,30659.431065584038
NODE_002,NODE_007,4005.6619132370847
NODE_002,NODE_008,24971.607303530403
NODE_002,NODE_009,15691.072370488822
NODE_002,NODE_010,17019.36280169107
NODE_002,NODE_011,28881.619178396726
NODE_002,NODE_012,10780.137380324384
NODE_002,NODE_013,25454.067128272698
NODE_002,NODE_014,6767.689612677979
NODE_002,NODE_015,48998.49026424617
NODE_002,NODE_016,27241.395696017215
NODE_002,NODE_017,45995.85041741672
NODE_002,NODE_018,29957.34665606872
NODE_002,NODE_019,1415.590989905255
NODE_002,NODE_020,38766.55019347142
NODE_002,NODE_021,7559.616242536701
NODE_002,NODE_022,20086.303887910693
NODE_002,NODE_023,42866.298186641856
NODE_002,NODE_024,30011.251851734094
NODE_002,NODE_025,26516.60679293562
NODE_002,NODE_026,23666.599602576982
NODE_002,NODE_027,20686.94021755083
NODE_002,NODE_028,16229.592193526056
NODE_002,NODE_029,5270.034464712994
NODE_002,NODE_030,20108.50755771503
NODE_002,NODE_031,40360.48336281978
NODE_002,NODE_032,19091.015280072686
NODE_002,NODE_033,33856.61525110732
NODE_002,NODE_034,27281.63535003076
NODE_002,NODE_035,17289.243803115223
NODE_002,NODE_036,32928.28681262047
NODE_002,NODE_037,21286.323147609313
NODE_002,NODE_038,7007.176725962225
NODE_002,NODE_039,18812.50414772986
NODE_002,NODE_040,31220.976763031802
NODE_002,NODE_041,33898.687958091694
NODE_002,NODE_042,18618.782008092934
NODE_002,NODE_043,26053.64001629775
NODE_002,NODE_044,31472.87840429886
NODE_002,NODE_045,27810.406518899967
NODE_002,NODE_046,34986.76274817467
NODE_002,NODE_047,18967.283016551868
NODE_002,NODE_048,29522.51844464416
NODE_002,NODE_049,31938.137982478922
NODE_002,NODE_050,37880.804241958554
NODE_002,NODE_051,19098.035329992603
NODE_002,NODE_052,34228.26559311241
NODE_002,NODE_053,15792.065564407432
NODE_002,NODE_054,49605.36990787539
NODE_002,NODE_055,38898.86186875777
NODE_002,NODE_056,38915.84569692397
NODE_002,NODE_057,25767.81682524233
NODE_002,NODE_058,27631.407666161533
NODE_002,NODE_059,26307.841083027874
NODE_002,NODE_060,31204.80987113169
NODE_002,NODE_061,1389.9349080552886
NODE_002,NODE_062,31097.608677135846
NODE_002,NODE_063,23853.629057788734
NODE_002,NODE_064,32570.85234751445
NODE_002,NODE_065,26436.74940703028
NODE_002,NODE_066,42041.39757734465
NODE_002,NODE_067,5759.02134205284
NODE_002,NODE_068,1467.4968128760224
NODE_002,NODE_069,24949.908179485043
NODE_002,NODE_070,25657.043469155844
NODE_002,NODE_071,21081.93410398587
NODE_002,NODE_072,39377.789528127134
NODE_002,NODE_073,26571.684800862484
NODE_002,NODE_074,31327.193370212863
NODE_002,NODE_075,11835.23445959023
NODE_002,NODE_076,24498.33848515831
NODE_002,NODE_077,37294.0596304116
NODE_002,NODE_078,36610.90633129362
NODE_002,NODE_079,26218.96166631249
NODE_002,NODE_080,6563.8597579194875
NODE_002,NODE_081,33746.300484978325
NODE_002,NODE_082,39430.98850577368
NODE_002,NODE_083,33908.538285964176
NODE_002,NODE_084,29367.42766342143
NODE_002,NODE_085,27898.223981956617
NODE_002,NODE_086,30443.04764221415
NODE_002,NODE_087,25015.565687727096
NODE_002,NODE_088,41392.972265808545
NODE_002,NODE_089,12343.32893656014
NODE_002,NODE_090,22856.350233225385
NODE_002,NODE_091,37497.806696107175
NODE_002,NODE_092,5315.498766311608
NODE_002,NODE_093,37494.588930822116
NODE_002,NODE_094,6694.386311318153
NODE_002,NODE_095,21124.309172829315
NODE_002,NODE_096,32963.8021366011
NODE_002,NODE_097,31595.17834557913
NODE_002,NODE_098,8887.918966905125
NODE_002,NODE_099,5087.206604404055
NODE_003,NODE_004,18722.40313124364
NODE_003,NODE_005,31290.816172082436
NODE_003,NODE_006,23864.032953589413
NODE_003,NODE_007,10616.634834116374
NODE_003,NODE_008,20926.831657943392
NODE_003,NODE_009,8895.674258494197
NODE_003,NODE_010,10223.964689696444
NODE_003,NODE_011,22086.2210664021
NODE_003,NODE_012,3984.739268329759
NODE_003,NODE_013,18658.669016278072
NODE_003,NODE_014,10628.09409892056
NODE_003,NODE_015,42203.092152251535
NODE_003,NODE_016,20445.99758402259
NODE_003,NODE_017,39200.45230542209
NODE_003,NODE_018,23161.948544074094
NODE_003,NODE_019,7567.093331454034
NODE_003,NODE_020,31971.152081476794
NODE_003,NODE_021,3514.840596949694
NODE_003,NODE_022,13290.905775916064
NODE_003,NODE_023,36070.90007464723
NODE_003,NODE_024,23215.85373973947
NODE_003,NODE_025,19721.208680940996
NODE_003,NODE_026,16871.201490582353
NODE_003,NODE_027,13891.542105556204
NODE_003,NODE_028,9434.19408153143
NODE_003,NODE_029,9912.045401628438
NODE_003,NODE_030,13313.109445720404
NODE_003,NODE_031,33565.085250825156
NODE_003,NODE_032,12295.61716807806
NODE_003,NODE_033,29811.839605520316
NODE_003,NODE_034,20486.237238036134
NODE_003,NODE_035,13244.468157528216
NODE_003,NODE_036,26132.888700625845
NODE_003,NODE_037,14490.925035614688
NODE_003,NODE_038,1822.139472069408
NODE_003,NODE_039,12017.106035735233
NODE_003,NODE_040,27176.20111744479
NODE_003,NODE_041,27103.28984609706
NODE_003,NODE_042,11823.383896098307
NODE_003,NODE_043,19258.241904303126
NODE_003,NODE_044,24677.480292304233
NODE_003,NODE_045,21015.008406905337
NODE_003,NODE_046,28191.364636180035
NODE_003,NODE_047,14922.507370964859
NODE_003,NODE_048,22727.120332649534
NODE_003,NODE_049,25142.739870484293
NODE_003,NODE_050,31085.406129963925
NODE_003,NODE_051,12302.637217997977
NODE_003,NODE_052,27432.867481117777
NODE_003,NODE_053,11747.289918820425
NODE_003,NODE_054,42809.97179588077
NODE_003,NODE_055,32103.463756763143
NODE_003,NODE_056,32120.447584929345
NODE_003,NODE_057,18972.418713247705
NODE_003,NODE_058,20836.009554166907
NODE_003,NODE_059,22263.065437440862
NODE_003,NODE_060,24409.411759137063
NODE_003,NODE_061,6287.030688002145
NODE_003,NODE_062,24302.210565141213
NODE_003,NODE_063,19808.853412201726
NODE_003,NODE_064,25775.454235519817
NODE_003,NODE_065,19641.351295035653
NODE_003,NODE_066,35245.999465350025
NODE_003,NODE_067,11534.708098588702
NODE_003,NODE_068,5327.901299118603
NODE_003,NODE_069,18154.510067490413
NODE_003,NODE_070,18861.64535716122
NODE_003,NODE_071,14286.53599199124
NODE_003,NODE_072,32582.391416132505
NODE_003,NODE_073,19776.286688867855
NODE_003,NODE_074,27282.41772462585
NODE_003,NODE_075,5039.836347595605
NODE_003,NODE_076,17702.940373163685
NODE_003,NODE_077,30498.661518416968
NODE_003,NODE_078,29815.50821929899
NODE_003,NODE_079,19423.563554317865
NODE_003,NODE_080,10424.264244162066
NODE_003,NODE_081,26950.9023729837
NODE_003,NODE_082,32635.590393779057
NODE_003,NODE_083,27113.14017396955
NODE_003,NODE_084,22572.0295514268
NODE_003,NODE_085,23853.448336369605
NODE_003,NODE_086,23647.64953021952
NODE_003,NODE_087,18220.16757573247
NODE_003,NODE_088,34597.57415381392
NODE_003,NODE_089,5547.930824565515
NODE_003,NODE_090,16060.952121230759
NODE_003,NODE_091,30702.40858411255
NODE_003,NODE_092,1479.8993456830176
NODE_003,NODE_093,30699.19081882749
NODE_003,NODE_094,11336.397248233598
NODE_003,NODE_095,14328.91106083469
NODE_003,NODE_096,26168.404024606472
NODE_003,NODE_097,27550.40269999212
NODE_003,NODE_098,4843.143321318117
NODE_003,NODE_099,8947.611090646635
NODE_004,NODE_005,12768.257856634653
NODE_004,NODE_006,15828.814227837287
NODE_004,NODE_007,29339.03796536001
NODE_004,NODE_008,38431.6829294779
NODE_004,NODE_009,17381.820831447985
NODE_004,NODE_010,16743.853417662198
NODE_004,NODE_011,3504.528963575975
NODE_004,NODE_012,14737.663862913878
NODE_004,NODE_013,6932.081013700003
NODE_004,NODE_014,29350.497230164197
NODE_004,NODE_015,23680.533836803756
NODE_004,NODE_016,8897.331882774979
NODE_004,NODE_017,20618.760202595968
NODE_004,NODE_018,4580.25644124797
NODE_004,NODE_019,26289.496462697673
NODE_004,NODE_020,13389.459978650673
NODE_004,NODE_021,22237.24372819333
NODE_004,NODE_022,13676.912331442574
NODE_004,NODE_023,17548.341759199448
NODE_004,NODE_024,4634.161636913344
NODE_004,NODE_025,2418.2407717955048
NODE_004,NODE_026,15103.780963209956
NODE_004,NODE_027,22230.261978148093
NODE_004,NODE_028,11390.75096400229
NODE_004,NODE_029,28634.448532872077
NODE_004,NODE_030,13742.1338235314
NODE_004,NODE_031,14983.393147999033
NODE_004,NODE_032,14956.03038920496
NODE_004,NODE_033,36756.76337880625
NODE_004,NODE_034,11250.694921203312
NODE_004,NODE_035,31966.87128877185
NODE_004,NODE_036,16897.346383793025
NODE_004,NODE_037,4231.4780956289505
NODE_004,NODE_038,20544.542603313046
NODE_004,NODE_039,6705.2970955084065
NODE_004,NODE_040,38468.53868495318
NODE_004,NODE_041,17713.008043932048
NODE_004,NODE_042,15144.434211260334
NODE_004,NODE_043,7709.576203055515
NODE_004,NODE_044,6154.921976856452
NODE_004,NODE_045,16125.357803189268
NODE_004,NODE_046,19265.714142759633
NODE_004,NODE_047,33644.91050220849
NODE_004,NODE_048,17121.843836870332
NODE_004,NODE_049,13764.413196270638
NODE_004,NODE_050,21851.665199087493
NODE_004,NODE_051,13435.299339845933
NODE_004,NODE_052,18042.585678952764
NODE_004,NODE_053,30469.69305006406
NODE_004,NODE_054,24228.279693054643
NODE_004,NODE_055,13580.905441315364
NODE_004,NODE_056,13538.755482103224
NODE_004,NODE_057,20720.428468178994
NODE_004,NODE_058,6131.808553191733
NODE_004,NODE_059,37095.449149980435
NODE_004,NODE_060,26157.421514068352
NODE_004,NODE_061,25009.433819245784
NODE_004,NODE_062,16324.692692677281
NODE_004,NODE_063,38531.256543445365
NODE_004,NODE_064,16385.172433354805
NODE_004,NODE_065,20051.495886391047
NODE_004,NODE_066,16664.307362523905
NODE_004,NODE_067,30257.111229832342
NODE_004,NODE_068,24050.30443036224
NODE_004,NODE_069,13820.472386301897
NODE_004,NODE_070,9626.103040328395
NODE_004,NODE_071,12681.282115367398
NODE_004,NODE_072,14059.833100684724
NODE_004,NODE_073,14886.636085151786
NODE_004,NODE_074,32076.096862795446
NODE_004,NODE_075,14645.441892627145
NODE_004,NODE_076,9548.707184119334
NODE_004,NODE_077,21573.011024996566
NODE_004,NODE_078,22679.587325665445
NODE_004,NODE_079,6912.279245434902
NODE_004,NODE_080,29146.667375405705
NODE_004,NODE_081,19922.410940465794
NODE_004,NODE_082,19255.027454563562
NODE_004,NODE_083,8531.448071143428
NODE_004,NODE_084,17682.37894771073
NODE_004,NODE_085,35505.06625105169
NODE_004,NODE_086,12899.280002015665
NODE_004,NODE_087,8004.6428654769525
NODE_004,NODE_088,16015.882050987795
NODE_004,NODE_089,13174.472306678123
NODE_004,NODE_090,11190.695436052261
NODE_004,NODE_091,12120.716481286427
NODE_004,NODE_092,20202.302476926656
NODE_004,NODE_093,12176.632503379711
NODE_004,NODE_094,30058.800379477238
NODE_004,NODE_095,14766.673467236848
NODE_004,NODE_096,12738.749042148458
NODE_004,NODE_097,33151.324243301344
NODE_004,NODE_098,23565.546452561754
NODE_004,NODE_099,27670.014221890273
NODE_005,NODE_006,20929.568294487344
NODE_005,NODE_007,41907.45100619881
NODE_005,NODE_008,43532.436996127966
NODE_005,NODE_009,26147.844925606158
NODE_005,NODE_010,24819.55449440391
NODE_005,NODE_011,11791.576902925379
NODE_005,NODE_012,27306.076903752677
NODE_005,NODE_013,15219.128953049407
NODE_005,NODE_014,41918.91027100299
NODE_005,NODE_015,10912.275980169103
NODE_005,NODE_016,16973.032959516688
NODE_005,NODE_017,11977.127350143594
NODE_005,NODE_018,10715.849425253384
NODE_005,NODE_019,38857.90950353647
NODE_005,NODE_020,9710.99737465816
NODE_005,NODE_021,34805.65676903213
NODE_005,NODE_022,21752.613408184287
NODE_005,NODE_023,4780.083902564795
NODE_005,NODE_024,11745.32197494922
NODE_005,NODE_025,11569.60749114144
NODE_005,NODE_026,20269.161300387077
NODE_005,NODE_027,30305.963054889806
NODE_005,NODE_028,23959.164004841085
NODE_005,NODE_029,41202.86157371087
NODE_005,NODE_030,21817.834900273112
NODE_005,NODE_031,7509.000773369084
NODE_005,NODE_032,20081.979460331502
NODE_005,NODE_033,41857.51744545631
NODE_005,NODE_034,16351.448987853368
NODE_005,NODE_035,44535.28432961066
NODE_005,NODE_036,19835.585604419823
NODE_005,NODE_037,16799.891136467748
NODE_005,NODE_038,33112.95564415184
NODE_005,NODE_039,19273.710136347203
NODE_005,NODE_040,43569.292751603236
NODE_005,NODE_041,17041.83537409849
NODE_005,NODE_042,23220.135288002046
NODE_005,NODE_043,15785.277279797225
NODE_005,NODE_044,6613.335879778201
NODE_005,NODE_045,17102.665595453374
NODE_005,NODE_046,18594.541472926074
NODE_005,NODE_047,46213.3235430473
NODE_005,NODE_048,22222.59790352039
NODE_005,NODE_049,11997.622920485137
NODE_005,NODE_050,21180.492529253934
NODE_005,NODE_051,25300.71026083109
NODE_005,NODE_052,17371.413009119206
NODE_005,NODE_053,43038.10609090287
NODE_005,NODE_054,12139.259199568567
NODE_005,NODE_055,7658.761898018413
NODE_005,NODE_056,8401.15538119096
NODE_005,NODE_057,25821.18253482905
NODE_005,NODE_058,14207.509629933442
NODE_005,NODE_059,42196.2032166305
NODE_005,NODE_060,31258.17558071841
NODE_005,NODE_061,37577.84686008458
NODE_005,NODE_062,16254.639530816037
NODE_005,NODE_063,48950.91468589988
NODE_005,NODE_064,15713.999763521246
NODE_005,NODE_065,25152.249953041104
NODE_005,NODE_066,9189.914987893953
NODE_005,NODE_067,42825.524270671136
NODE_005,NODE_068,36618.71747120104
NODE_005,NODE_069,18985.852723479016
NODE_005,NODE_070,14726.85710697845
NODE_005,NODE_071,20756.98319210911
NODE_005,NODE_072,1291.5752440500703
NODE_005,NODE_073,17364.076102101575
NODE_005,NODE_074,37176.85092944551
NODE_005,NODE_075,27213.85493346594
NODE_005,NODE_076,14674.656255245878
NODE_005,NODE_077,20901.838355163007
NODE_005,NODE_078,22008.414655831886
NODE_005,NODE_079,11927.1959580181
NODE_005,NODE_080,41715.080416244506
NODE_005,NODE_081,23699.624806519932
NODE_005,NODE_082,13332.88391126661
NODE_005,NODE_083,6764.657795357926
NODE_005,NODE_084,18659.686739974837
NODE_005,NODE_085,40605.82031770176
NODE_005,NODE_086,13492.713260749908
NODE_005,NODE_087,13130.591936603496
NODE_005,NODE_088,5924.028812306388
NODE_005,NODE_089,25742.88534751692
NODE_005,NODE_090,16316.644507178806
NODE_005,NODE_091,9819.194382007758
NODE_005,NODE_092,32770.71551776545
NODE_005,NODE_093,6254.48896008276
NODE_005,NODE_094,42627.21342031603
NODE_005,NODE_095,22842.37454397856
NODE_005,NODE_096,10971.958766362957
NODE_005,NODE_097,38252.0783099514
NODE_005,NODE_098,36133.95949340056
NODE_005,NODE_099,40238.42726272907
NODE_006,NODE_007,34480.667787705795
NODE_006,NODE_008,22602.86870164062
NODE_006,NODE_009,24605.836122040062
NODE_006,NODE_010,25011.92177093254
NODE_006,NODE_011,19333.343191413263
NODE_006,NODE_012,19879.293685259658
NODE_006,NODE_013,16285.872773662499
NODE_006,NODE_014,34492.127052509975
NODE_006,NODE_015,31841.844274656447
NODE_006,NODE_016,19146.07862823822
NODE_006,NODE_017,32906.695644630934
NODE_006,NODE_018,20409.070669085257
NODE_006,NODE_019,31431.12628504345
NODE_006,NODE_020,29218.274206487957
NODE_006,NODE_021,27378.87355053911
NODE_006,NODE_022,23925.65907690582
NODE_006,NODE_023,25709.65219705214
NODE_006,NODE_024,20462.97586475063
NODE_006,NODE_025,13410.573456041784
NODE_006,NODE_026,25352.5277086732
NODE_006,NODE_027,29601.70396910207
NODE_006,NODE_028,18712.686770851455
NODE_006,NODE_029,33776.078355217855
NODE_006,NODE_030,23990.880568994646
NODE_006,NODE_031,28438.569067856428
NODE_006,NODE_032,11568.415785511354
NODE_006,NODE_033,20927.94915096896
NODE_006,NODE_034,4578.119306633976
NODE_006,NODE_035,30285.2322020558
NODE_006,NODE_036,6862.182111704968
NODE_006,NODE_037,12118.128792999112
NODE_006,NODE_038,25686.172425658824
NODE_006,NODE_039,14027.232902357573
NODE_006,NODE_040,22639.724457115888
NODE_006,NODE_041,27961.75478939529
NODE_006,NODE_042,25393.18095672358
NODE_006,NODE_043,17958.32294851876
NODE_006,NODE_044,14316.232414709142
NODE_006,NODE_045,26374.10454865251
NODE_006,NODE_046,29514.460888222875
NODE_006,NODE_047,28607.192988619154
NODE_006,NODE_048,1293.0296090330455
NODE_006,NODE_049,24643.117087743678
NODE_006,NODE_050,32100.411944550735
NODE_006,NODE_051,20757.2351466951
NODE_006,NODE_052,28291.332424416007
NODE_006,NODE_053,31782.41044076359
NODE_006,NODE_054,33068.82749405591
NODE_006,NODE_055,21742.215879168056
NODE_006,NODE_056,29330.723675678302
NODE_006,NODE_057,4891.614240341708
NODE_006,NODE_058,18695.240792828226
NODE_006,NODE_059,21266.63492214315
NODE_006,NODE_060,10328.607286231065
NODE_006,NODE_061,30151.06364159156
NODE_006,NODE_062,26573.439438140525
NODE_006,NODE_063,28021.346391412528
NODE_006,NODE_064,26633.919178818047
NODE_006,NODE_065,4222.681658553761
NODE_006,NODE_066,30119.483282381298
NODE_006,NODE_067,35398.74105217812
NODE_006,NODE_068,29191.93425270802
NODE_006,NODE_069,24069.219131765138
NODE_006,NODE_070,6202.711187508892
NODE_006,NODE_071,22930.028860830644
NODE_006,NODE_072,22221.143538537413
NODE_006,NODE_073,25135.382830615028
NODE_006,NODE_074,16247.28263495816
NODE_006,NODE_075,19787.071714972924
NODE_006,NODE_076,7361.416171506427
NODE_006,NODE_077,31821.757770459808
NODE_006,NODE_078,32928.33407112869
NODE_006,NODE_079,9002.372336469243
NODE_006,NODE_080,34288.29719775149
NODE_006,NODE_081,4737.90438357114
NODE_006,NODE_082,13364.883804858178
NODE_006,NODE_083,24360.262298980713
NODE_006,NODE_084,27931.125693173974
NODE_006,NODE_085,19676.252023214405
NODE_006,NODE_086,23148.026747478907
NODE_006,NODE_087,7824.1713623603355
NODE_006,NODE_088,26853.59710679373
NODE_006,NODE_089,18316.1021290239
NODE_006,NODE_090,9003.404423439355
NODE_006,NODE_091,27949.530709123712
NODE_006,NODE_092,25343.932299272434
NODE_006,NODE_093,20337.942941232403
NODE_006,NODE_094,35200.430201823016
NODE_006,NODE_095,25015.420212700094
NODE_006,NODE_096,25668.781241865858
NODE_006,NODE_097,17322.510015464057
NODE_006,NODE_098,28707.17627490753
NODE_006,NODE_099,32811.644044236054
NODE_007,NODE_008,24684.36378857769
NODE_007,NODE_009,19512.30909261057
NODE_007,NODE_010,20840.599523812816
NODE_007,NODE_011,32702.855900518476
NODE_007,NODE_012,14601.374102446132
NODE_007,NODE_013,29275.303850394448
NODE_007,NODE_014,3349.5067517436632
NODE_007,NODE_015,52819.72698636792
NODE_007,NODE_016,31062.632418138965
NODE_007,NODE_017,49817.087139538475
NODE_007,NODE_018,33778.58337819047
NODE_007,NODE_019,5421.25290314234
NODE_007,NODE_020,42587.78691559318
NODE_007,NODE_021,9928.978176320836
NODE_007,NODE_022,23907.54061003244
NODE_007,NODE_023,46687.534908763606
NODE_007,NODE_024,33832.488573855844
NODE_007,NODE_025,30337.84351505737
NODE_007,NODE_026,27487.83632469873
NODE_007,NODE_027,24508.176939672576
NODE_007,NODE_028,20050.828915647806
NODE_007,NODE_029,1598.6561150364882
NODE_007,NODE_030,23929.744279836777
NODE_007,NODE_031,44181.72008494154
NODE_007,NODE_032,22912.252002194436
