from_node,to_node,distance_km
NODE_003,NODE_048,562.0955610575824
NODE_003,NODE_049,691.7015073188654
NODE_003,NODE_050,828.7130386362621
NODE_003,NODE_051,291.544299458481
NODE_003,NODE_052,785.890208223656
NODE_003,NODE_053,306.34685239867895
NODE_003,NODE_054,994.3799793323826
NODE_003,NODE_055,719.2408788677076
NODE_003,NODE_056,779.4293650067713
NODE_003,NODE_057,487.5560331322369
NODE_003,NODE_058,502.8266017660602
NODE_003,NODE_059,544.790905364873
NODE_003,NODE_060,623.4112514538538
NODE_003,NODE_061,142.6560114985965
NODE_003,NODE_062,665.9534068751392
NODE_003,NODE_063,447.43728037426604
NODE_003,NODE_064,722.0570460733562
NODE_003,NODE_065,493.1297979511396
NODE_003,NODE_066,865.3960652436161
NODE_003,NODE_067,272.8607102729064
NODE_003,NODE_068,138.13310660256826
NODE_003,NODE_069,493.9482179140176
NODE_003,NODE_070,491.2370267385962
NODE_003,NODE_071,375.06803015767775
NODE_003,NODE_072,755.4394563338652
NODE_003,NODE_073,562.4296030288044
NODE_003,NODE_074,687.9440790083349
NODE_003,NODE_075,129.31621798849375
NODE_003,NODE_076,484.7873720545078
NODE_003,NODE_077,830.2232398561126
NODE_003,NODE_078,810.0530888702241
NODE_003,NODE_079,456.3983437164257
NODE_003,NODE_080,279.9814513415187
NODE_003,NODE_081,675.2241991453027
NODE_003,NODE_082,788.6820923831792
NODE_003,NODE_083,674.6805484546431
NODE_003,NODE_084,654.2610958327373
NODE_003,NODE_085,610.6561469422684
NODE_003,NODE_086,633.7773122968013
NODE_003,NODE_087,422.7820121676427
NODE_003,NODE_088,816.2028056198551
NODE_003,NODE_089,174.54558353583607
NODE_003,NODE_090,447.8337959543715
NODE_003,NODE_091,745.4456238797038
NODE_003,NODE_092,56.65827880691814
NODE_003,NODE_093,683.7603439240552
NODE_003,NODE_094,289.18293241277973
NODE_003,NODE_095,399.87584525390247
NODE_003,NODE_096,694.1797369310439
NODE_003,NODE_097,689.6799094280339
NODE_003,NODE_098,128.99580920502953
NODE_003,NODE_099,223.593688548566
NODE_004,NODE_005,262.24989322248007
NODE_004,NODE_006,355.5736390211234
NODE_004,NODE_007,727.5919597163796
NODE_004,NODE_008,892.839649852509
NODE_004,NODE_009,398.2112971658745
NODE_004,NODE_010,383.7992693029413
NODE_004,NODE_011,85.31387457978138
NODE_004,NODE_012,370.30660983932194
NODE_004,NODE_013,179.01822863651802
NODE_004,NODE_014,778.2201695935713
NODE_004,NODE_015,513.0783889750257
NODE_004,NODE_016,233.66616799362362
NODE_004,NODE_017,486.3568888718517
NODE_004,NODE_018,95.8912113615448
NODE_004,NODE_019,646.526478127728
NODE_004,NODE_020,303.42077959307164
NODE_004,NODE_021,569.6106443606454
NODE_004,NODE_022,334.1295956968762
NODE_004,NODE_023,360.5014652926782
NODE_004,NODE_024,106.95825934638016
NODE_004,NODE_025,42.809923072905384
NODE_004,NODE_026,351.90349930533944
NODE_004,NODE_027,497.91210182209
NODE_004,NODE_028,261.08175377892894
NODE_004,NODE_029,718.5494448192279
NODE_004,NODE_030,339.5647200376116
NODE_004,NODE_031,352.3809954893673
NODE_004,NODE_032,373.18558209679327
NODE_004,NODE_033,865.2101679361929
NODE_004,NODE_034,268.1806954295115
NODE_004,NODE_035,790.7819865078598
NODE_004,NODE_036,379.7325848503698
NODE_004,NODE_037,115.97223578599105
NODE_004,NODE_038,499.0579366661743
NODE_004,NODE_039,177.79489287891465
NODE_004,NODE_040,882.8995514965097
NODE_004,NODE_041,438.60749664242456
NODE_004,NODE_042,388.7955485298859
NODE_004,NODE_043,201.7314581777408
NODE_004,NODE_044,117.40328838821924
NODE_004,NODE_045,371.965757217664
NODE_004,NODE_046,445.736858223565
NODE_004,NODE_047,863.9519209609134
NODE_004,NODE_048,396.65943977387724
NODE_004,NODE_049,294.3973645948719
NODE_004,NODE_050,501.2771883238936
NODE_004,NODE_051,308.2150337315606
NODE_004,NODE_052,466.07229956081756
NODE_004,NODE_053,787.5997494208573
NODE_004,NODE_054,542.1550198918367
NODE_004,NODE_055,267.01591942716163
NODE_004,NODE_056,298.66118999804996
NODE_004,NODE_057,460.79206909090783
NODE_004,NODE_058,148.33465312473976
NODE_004,NODE_059,873.3143838376249
NODE_004,NODE_060,596.015442658529
NODE_004,NODE_061,623.9089085207748
NODE_004,NODE_062,406.4646694330751
NODE_004,NODE_063,928.6901773964444
NODE_004,NODE_064,394.6211957609877
NODE_004,NODE_065,465.7339891558148
NODE_004,NODE_066,384.6278902348949
NODE_004,NODE_067,754.1136072950846
NODE_004,NODE_068,619.3860036247465
NODE_004,NODE_069,311.6277845630011
NODE_004,NODE_070,199.46470535660174
NODE_004,NODE_071,317.8270776906115
NODE_004,NODE_072,303.2144968933193
NODE_004,NODE_073,335.4056140478739
NODE_004,NODE_074,750.4101017410101
NODE_004,NODE_075,362.6214456487608
NODE_004,NODE_076,207.15634077959442
NODE_004,NODE_077,502.8994263245227
NODE_004,NODE_078,520.2998320151947
NODE_004,NODE_079,130.28618552897007
NODE_004,NODE_080,761.234348363697
NODE_004,NODE_081,447.73646439541403
NODE_004,NODE_082,416.5895739412363
NODE_004,NODE_083,193.9123734459219
NODE_004,NODE_084,427.23710685180674
NODE_004,NODE_085,808.6933443289067
NODE_004,NODE_086,343.9668573099212
NODE_004,NODE_087,151.25649743836618
NODE_004,NODE_088,360.930041516922
NODE_004,NODE_089,306.7073134863423
NODE_004,NODE_090,277.3220284406717
NODE_004,NODE_091,264.6774488709826
NODE_004,NODE_092,537.9111758290965
NODE_004,NODE_093,231.53538448350938
NODE_004,NODE_094,770.435829434958
NODE_004,NODE_095,358.24542328898036
NODE_004,NODE_096,301.0557460102034
NODE_004,NODE_097,728.425379774464
NODE_004,NODE_098,610.2487062272079
NODE_004,NODE_099,704.8465855707443
NODE_005,NODE_006,503.0025501574715
NODE_005,NODE_007,960.8139153572273
NODE_005,NODE_008,1040.268560988857
NODE_005,NODE_009,626.6182958287079
NODE_005,NODE_010,582.5940932285207
NODE_005,NODE_011,254.90474296049373
NODE_005,NODE_012,603.5285654801696
NODE_005,NODE_013,341.60380808787124
NODE_005,NODE_014,1011.442125234419
NODE_005,NODE_015,254.9213021074745
NODE_005,NODE_016,392.34827375008314
NODE_005,NODE_017,228.1998020043005
NODE_005,NODE_018,231.92745315449417
NODE_005,NODE_019,879.7484337685756
NODE_005,NODE_020,205.84750610464025
NODE_005,NODE_021,802.8326000014931
NODE_005,NODE_022,503.7204640775886
NODE_005,NODE_023,102.34437842512696
NODE_005,NODE_024,231.2676036586319
NODE_005,NODE_025,250.14183801818507
NODE_005,NODE_026,490.3949150262257
NODE_005,NODE_027,719.4116687821015
NODE_005,NODE_028,494.3037094197766
NODE_005,NODE_029,951.7714004600756
NODE_005,NODE_030,509.155588418324
NODE_005,NODE_031,167.14228304538702
NODE_005,NODE_032,520.6144932331414
NODE_005,NODE_033,1012.6390790725409
NODE_005,NODE_034,415.60960656585956
NODE_005,NODE_035,1024.0039421487074
NODE_005,NODE_036,413.24364844389635
NODE_005,NODE_037,349.1941914268387
NODE_005,NODE_038,732.279892307022
NODE_005,NODE_039,411.01684851976233
NODE_005,NODE_040,1030.3284626328577
NODE_005,NODE_041,378.60141426661977
NODE_005,NODE_042,558.3864169105983
NODE_005,NODE_043,371.32232655845314
NODE_005,NODE_044,144.84660483426086
NODE_005,NODE_045,381.88475305521644
NODE_005,NODE_046,385.7307758477602
NODE_005,NODE_047,1097.173876601761
NODE_005,NODE_048,544.0883509102252
NODE_005,NODE_049,234.39128221906702
NODE_005,NODE_050,441.2711059480888
NODE_005,NODE_051,541.4369893724083
NODE_005,NODE_052,406.06621718501276
NODE_005,NODE_053,1020.821705061705
NODE_005,NODE_054,279.90512666935655
NODE_005,NODE_055,161.36835099665888
NODE_005,NODE_056,163.99680447570114
NODE_005,NODE_057,608.220980227256
NODE_005,NODE_058,307.0167588811993
NODE_005,NODE_059,1020.7432949739729
NODE_005,NODE_060,743.444353794877
NODE_005,NODE_061,857.1308641616225
NODE_005,NODE_062,346.4585870572702
NODE_005,NODE_063,1148.856901960038
NODE_005,NODE_064,334.6151133851829
NODE_005,NODE_065,613.1629002921628
NODE_005,NODE_066,235.25187762338277
NODE_005,NODE_067,987.3355629359323
NODE_005,NODE_068,852.6079592655942
NODE_005,NODE_069,454.7381608606031
NODE_005,NODE_070,346.89361649294983
NODE_005,NODE_071,487.41794607132385
NODE_005,NODE_072,40.96460367083919
NODE_005,NODE_073,386.2567757458163
NODE_005,NODE_074,897.8390128773581
NODE_005,NODE_075,595.8434012896084
NODE_005,NODE_076,354.5852519159425
NODE_005,NODE_077,442.8933439487179
NODE_005,NODE_078,460.2937496393899
NODE_005,NODE_079,277.71509666531813
NODE_005,NODE_080,994.4563040045447
NODE_005,NODE_081,495.44617777009506
NODE_005,NODE_082,296.0664622930814
NODE_005,NODE_083,133.90629107011708
NODE_005,NODE_084,436.9827753469082
NODE_005,NODE_085,956.1222554652547
NODE_005,NODE_086,292.3154772411312
NODE_005,NODE_087,311.33142821410115
NODE_005,NODE_088,101.72795295682907
NODE_005,NODE_089,539.92926912719
NODE_005,NODE_090,424.7509395770198
NODE_005,NODE_091,200.00562088638594
NODE_005,NODE_092,771.1331314699441
NODE_005,NODE_093,111.01227283535442
NODE_005,NODE_094,1003.6577850758057
NODE_005,NODE_095,527.8362916696927
NODE_005,NODE_096,241.04966363439854
NODE_005,NODE_097,875.854290910812
NODE_005,NODE_098,843.4706618680556
NODE_005,NODE_099,938.068541211592
NODE_006,NODE_007,839.1135258962228
NODE_006,NODE_008,537.2660108313855
NODE_006,NODE_009,564.3043605468141
NODE_006,NODE_010,549.8923326838809
NODE_006,NODE_011,440.8875136009048
NODE_006,NODE_012,481.8281760191649
NODE_006,NODE_013,430.4548267727054
NODE_006,NODE_014,889.7417357734145
NODE_006,NODE_015,722.4102441796447
NODE_006,NODE_016,532.1429718596661
NODE_006,NODE_017,695.6887440764706
NODE_006,NODE_018,451.46485038266826
NODE_006,NODE_019,758.048044307571
NODE_006,NODE_020,658.9944186141952
NODE_006,NODE_021,681.1322105404885
NODE_006,NODE_022,565.0333118890691
NODE_006,NODE_023,569.8333204972971
NODE_006,NODE_024,462.5318983675036
NODE_006,NODE_025,312.763715948218
NODE_006,NODE_026,653.3310491383256
NODE_006,NODE_027,664.0051652030296
NODE_006,NODE_028,427.17481715986855
NODE_006,NODE_029,830.0710109990711
NODE_006,NODE_030,575.3579100276539
NODE_006,NODE_031,670.1448332028584
NODE_006,NODE_032,243.4844668666329
NODE_006,NODE_033,509.63652891506945
NODE_006,NODE_034,87.39294359161191
NODE_006,NODE_035,753.002560695693
NODE_006,NODE_036,138.6358640795864
NODE_006,NODE_037,328.75245657200367
NODE_006,NODE_038,610.5795028460174
NODE_006,NODE_039,343.88795625985426
NODE_006,NODE_040,527.3259124753863
NODE_006,NODE_041,776.1551866756053
NODE_006,NODE_042,616.5105998840361
NODE_006,NODE_043,503.15900801072695
NODE_006,NODE_044,358.1559453232106
NODE_006,NODE_045,670.4425610837066
NODE_006,NODE_046,783.2845482567457
NODE_006,NODE_047,679.8326262426393
NODE_006,NODE_048,41.0858007527538
NODE_006,NODE_049,649.9710036159953
NODE_006,NODE_050,838.8248783570742
NODE_006,NODE_051,474.3080971125002
NODE_006,NODE_052,803.6199895939982
NODE_006,NODE_053,773.6836464869049
NODE_006,NODE_054,757.9921791296001
NODE_006,NODE_055,427.9331134775484
NODE_006,NODE_056,654.2348290191735
NODE_006,NODE_057,105.21843006978443
NODE_006,NODE_058,466.2983971018766
NODE_006,NODE_059,517.7407448165014
NODE_006,NODE_060,240.44180363740554
NODE_006,NODE_061,735.4304747006179
NODE_006,NODE_062,707.6819527226542
NODE_006,NODE_063,645.8543518025665
NODE_006,NODE_064,732.1688857941683
NODE_006,NODE_065,110.16035013469136
NODE_006,NODE_066,738.2544277808543
NODE_006,NODE_067,865.6351734749278
NODE_006,NODE_068,730.9075698045897
NODE_006,NODE_069,613.0553343959873
NODE_006,NODE_070,156.10893366452166
NODE_006,NODE_071,557.8318278116969
NODE_006,NODE_072,534.7321141508028
NODE_006,NODE_073,633.8824179139164
NODE_006,NODE_074,394.8364627198866
NODE_006,NODE_075,474.1430118286038
NODE_006,NODE_076,173.61191326389894
NODE_006,NODE_077,840.4471163577034
NODE_006,NODE_078,857.8475220483754
NODE_006,NODE_079,225.28745349215333
NODE_006,NODE_080,872.7559145435401
NODE_006,NODE_081,111.65300851074184
NODE_006,NODE_082,255.8130502304014
NODE_006,NODE_083,549.4860124670454
NODE_006,NODE_084,725.7139107178492
NODE_006,NODE_085,453.1197053077833
NODE_006,NODE_086,642.4436611759636
NODE_006,NODE_087,224.56394823547524
NODE_006,NODE_088,604.7305031143005
NODE_006,NODE_089,418.22887966618526
NODE_006,NODE_090,200.72131826517165
NODE_006,NODE_091,620.251087892106
NODE_006,NODE_092,649.4327420089395
NODE_006,NODE_093,440.86723968812834
NODE_006,NODE_094,881.9573956148012
NODE_006,NODE_095,592.3701372185404
NODE_006,NODE_096,656.6293850313268
NODE_006,NODE_097,372.85174075334055
NODE_006,NODE_098,721.7702724070509
NODE_006,NODE_099,816.3681517505875
NODE_007,NODE_008,598.8749440409164
NODE_007,NODE_009,493.4377252650977
NODE_007,NODE_010,530.2398274846694
NODE_007,NODE_011,807.026448187827
NODE_007,NODE_012,357.28534987705774
NODE_007,NODE_013,713.3220941310904
NODE_007,NODE_014,120.74121161666741
NODE_007,NODE_015,1211.6424111097729
NODE_007,NODE_016,769.8156856747052
NODE_007,NODE_017,1184.9209110065988
NODE_007,NODE_018,823.4831710779245
NODE_007,NODE_019,130.50218022636713
NODE_007,NODE_020,1030.5280172959942
NODE_007,NODE_021,243.31339927066927
NODE_007,NODE_022,618.8780826186323
NODE_007,NODE_023,1059.0654874274253
NODE_007,NODE_024,823.6582985603296
NODE_007,NODE_025,710.6720773390422
NODE_007,NODE_026,704.7231760936894
NODE_007,NODE_027,594.0598876986672
NODE_007,NODE_028,484.5672608531322
NODE_007,NODE_029,66.55467625304068
NODE_007,NODE_030,629.2026807572172
NODE_007,NODE_031,1079.48823319229
NODE_007,NODE_032,595.6290590295897
NODE_007,NODE_033,801.2326219625788
NODE_007,NODE_034,806.2920795057073
NODE_007,NODE_035,382.929752320356
